City,State,Type,Counties,Population,Latitude,Longitude
Salem,IL,City,Marion,7282,38.628,-88.958
Green Brook,NJ,Township,Somerset,7281,40.604,-74.484
Dade City,FL,City,Pasco,7275,28.356,-82.193
West Frankfort,IL,City,Franklin,7275,37.899,-88.931
Upper Freehold,NJ,Township,Monmouth,7273,40.159,-74.52
Scotia,NY,Village,Schenectady,7272,42.832,-73.96
Swanzey,NH,Town,Cheshire,7270,42.863,-72.304
Sausalito,CA,City,Marin,7269,37.858,-122.492
Nyack,NY,Village,Rockland,7265,41.09,-73.915
Dayton,MN,City,Hennepin;Wright,7262,45.189,-93.472
Walled Lake,MI,City,Oakland,7250,42.537,-83.474
Globe,AZ,City,Gila,7249,33.391,-110.748
Wharton,NJ,Borough,Morris,7241,40.897,-74.574
Rayne,LA,City,Acadia,7236,30.241,-92.267
Pacific,WA,City,King;Pierce,7235,47.262,-122.252
Herkimer,NY,Village,Herkimer,7234,43.028,-74.993
Taneytown,MD,City,Carroll,7234,39.656,-77.169
West Miami,FL,City,Miami-Dade,7233,25.758,-80.297
Montevallo,AL,City,Shelby,7229,33.126,-86.847
River Rouge,MI,City,Wayne,7224,42.274,-83.124
Glenolden,PA,Borough,Delaware,7223,39.9,-75.292
Laurel,MT,City,Yellowstone,7222,45.674,-108.77
Nebraska City,NE,City,Otoe,7222,40.675,-95.861
Sandwich,IL,City,Kendall;DeKalb,7221,41.65,-88.619
Wetumpka,AL,City,Elmore,7220,32.539,-86.205
Aurora,MO,City,Lawrence,7219,36.968,-93.72
Neptune Beach,FL,City,Duval,7217,30.315,-81.393
Tolleson,AZ,City,Maricopa,7216,33.448,-112.256
Pinson,AL,City,Jefferson,7215,33.703,-86.67
Savannah,TN,City,Hardin,7213,35.221,-88.236
Waveland,MS,City,Hancock,7210,30.294,-89.392
Pembroke,NH,Town,Merrimack,7207,43.176,-71.452
Keyport,NJ,Borough,Monmouth,7204,40.432,-74.202
Floresville,TX,City,Wilson,7203,29.14,-98.162
Batesville,IN,City,Franklin;Ripley,7202,39.298,-85.213
King,NC,City,Forsyth;Stokes,7197,36.275,-80.357
Devils Lake,ND,City,Ramsey,7192,48.111,-98.859
Mammoth Lakes,CA,Town,Mono,7191,37.609,-118.971
Souderton,PA,Borough,Montgomery,7191,40.311,-75.322
Atherton,CA,Town,San Mateo,7188,37.455,-122.203
Spring Lake Park,MN,City,Ramsey;Anoka,7188,45.116,-93.245
Ridley Park,PA,Borough,Delaware,7186,39.878,-75.325
Bremen,GA,City,Haralson;Carroll,7185,33.711,-85.152
Delafield,WI,City,Waukesha,7185,43.067,-88.389
Jackson,WI,Village,Washington,7185,43.33,-88.169
Hiawatha,IA,City,Linn,7183,42.051,-91.689
Winfield,IN,Town,Lake,7181,41.412,-87.262
Stow,MA,Town,Middlesex,7174,42.432,-71.514
Monticello,NY,Village,Sullivan,7173,41.652,-74.688
Great Barrington,MA,Town,Berkshire,7172,42.209,-73.344
Lake Hallie,WI,Village,Chippewa,7170,44.892,-91.42
Gonzales,TX,City,Gonzales,7165,29.513,-97.447
Russellville,KY,City,Logan,7164,36.84,-86.896
Demopolis,AL,City,Marengo,7162,32.499,-87.825
Clarkston,WA,City,Asotin,7161,46.415,-117.05
Fircrest,WA,City,Pierce,7156,47.231,-122.516
Canton,NY,Village,St. Lawrence,7155,44.6,-75.171
Durham,CT,Town,Middlesex,7152,41.463,-72.686
Oscoda,MI,Charter Township,Iosco,7152,44.468,-83.54
Milton Freewater,OR,City,Umatilla,7151,45.935,-118.391
Morehead,KY,City,Rowan,7151,38.187,-83.451
Robinson,IL,City,Crawford,7150,39.009,-87.733
Seminole,OK,City,Seminole,7146,35.234,-96.652
University Park,IL,Village,Cook;Will,7145,41.446,-87.712
Lebanon,CT,Town,New London,7142,41.627,-72.236
Windsor,MI,Charter Township,Eaton,7140,42.64,-84.661
Richland,MS,City,Rankin,7137,32.23,-90.16
Georgetown,DE,Town,Sussex,7134,38.69,-75.387
Mentor on the Lake,OH,City,Lake,7131,41.714,-81.365
Epping,NH,Town,Rockingham,7125,43.051,-71.065
Philadelphia,MS,City,Neshoba,7118,32.775,-89.122
Delphos,OH,City,Van Wert;Allen,7117,40.848,-84.336
Parkville,MO,City,Platte,7117,39.214,-94.704
Seaside,OR,City,Clatsop,7115,45.989,-123.921
Winters,CA,City,Yolo,7115,38.533,-121.975
Kosciusko,MS,City,Attala,7114,33.058,-89.589
Stickney,IL,Village,Cook,7110,41.817,-87.774
Islamorada,FL,Village,Monroe,7107,24.983,-80.544
Gettysburg,PA,Borough,Adams,7106,39.831,-77.234
Cortland,OH,City,Trumbull,7105,41.332,-80.719
Brockport,NY,Village,Monroe,7104,43.213,-77.941
Waikoloa Village,HI,Census-Designated Place,Hawaii,7104,19.928,-155.823
Crete,NE,City,Saline,7099,40.626,-96.957
Murphysboro,IL,City,Jackson,7093,37.768,-89.332
Atkinson,NH,Town,Rockingham,7087,42.834,-71.161
Tuckahoe,NY,Village,Westchester,7084,40.953,-73.823
Augusta,MI,Charter Township,Washtenaw,7083,42.129,-83.599
Greenville,IL,City,Bond,7083,38.887,-89.389
Strasburg,VA,Town,Shenandoah,7083,38.995,-78.345
Mills River,NC,Town,Henderson,7078,35.381,-82.589
Barrington,NJ,Borough,Camden,7075,39.869,-75.051
Fayetteville,TN,City,Lincoln,7068,35.147,-86.555
Dayton,TN,City,Rhea,7065,35.492,-85.012
Mendota,IL,City,LaSalle,7061,41.557,-89.101
Youngtown,AZ,Town,Maricopa,7056,33.585,-112.305
Norwich,NY,City,Chenango,7051,42.533,-75.523
Prairie Grove,AR,City,Washington,7045,35.986,-94.303
Hamilton,AL,City,Marion,7042,34.139,-87.971
Napili Honokowai,HI,Census-Designated Place,Maui,7042,20.973,-156.665
Marble Falls,TX,City,Burnet,7037,30.578,-98.269
Milltown,NJ,Borough,Middlesex,7037,40.45,-74.435
Harrisville,UT,City,Weber,7036,41.285,-111.986
Buena Vista,NJ,Township,Atlantic,7033,39.494,-74.896
Belle Isle,FL,City,Orange,7032,28.465,-81.349
Connellsville,PA,City,Fayette,7031,40.016,-79.59
St Joseph,MN,City,Stearns,7029,45.56,-94.308
Frostburg,MD,City,Allegany,7027,39.652,-78.926
Calumet Park,IL,Village,Cook,7025,41.666,-87.658
Bennettsville,SC,City,Marlboro,7020,34.616,-79.685
Mountainside,NJ,Borough,Union,7020,40.681,-74.36
Sturgis,SD,City,Meade,7020,44.409,-103.518
Mount Carmel,IL,City,Wabash,7015,38.419,-87.77
Lincoln,MA,Town,Middlesex,7014,42.427,-71.307
Midland Park,NJ,Borough,Bergen,7014,40.996,-74.141
St Louis,MI,City,Gratiot,7010,43.409,-84.611
Trinity,NC,City,Randolph,7006,35.877,-80.01
Aspen,CO,City,Pitkin,7004,39.195,-106.837
Clinton,IL,City,De Witt,7004,40.147,-88.963
Church Hill,TN,City,Hawkins,6998,36.521,-82.715
Mount Healthy,OH,City,Hamilton,6996,39.234,-84.547
Morrilton,AR,City,Conway,6992,35.155,-92.739
Rockport,MA,Town,Essex,6992,42.646,-70.627
Lacy Lakeview,TX,City,McLennan,6988,31.629,-97.105
Seminole,TX,City,Gaines,6988,32.721,-102.65
St Albans,VT,Town,Franklin,6988,44.832,-73.157
Noble,OK,City,Cleveland,6985,35.138,-97.372
Fort Bragg,CA,City,Mendocino,6983,39.441,-123.804
Stratford,NJ,Borough,Camden,6981,39.829,-75.015
Osceola,AR,City,Mississippi,6976,35.695,-89.993
Ambridge,PA,Borough,Beaver,6972,40.591,-80.227
Linwood,NJ,City,Atlantic,6971,39.344,-74.571
Lanett,AL,City,Chambers,6970,32.858,-85.208
Heber Springs,AR,City,Cleburne,6969,35.501,-92.033
Holly Springs,MS,City,Marshall,6968,34.778,-89.446
Hurricane,WV,City,Putnam,6961,38.429,-82.017
Idabel,OK,City,McCurtain,6961,33.895,-94.828
Grove,OK,City,Delaware,6956,36.592,-94.795
Manorhaven,NY,Village,Nassau,6956,40.839,-73.711
Nappanee,IN,City,Elkhart;Kosciusko,6949,41.445,-85.996
Kula,HI,Census-Designated Place,Maui,6942,20.768,-156.335
Shamokin,PA,City,Northumberland,6942,40.788,-76.555
Belfast,ME,City,Waldo,6938,44.426,-69.026
Oneonta,AL,City,Blount,6938,33.947,-86.491
Kirtland,OH,City,Lake,6937,41.598,-81.338
Rockland,ME,City,Knox,6936,44.103,-69.109
Silsbee,TX,City,Hardin,6935,30.345,-94.177
Elkins,WV,City,Randolph,6934,38.924,-79.854
Fox Point,WI,Village,Milwaukee,6934,43.158,-87.901
Nevada,IA,City,Story,6925,42.018,-93.461
Huron,OH,City,Erie,6922,41.398,-82.563
Sturtevant,WI,Village,Racine,6919,42.7,-87.902
Tamaqua,PA,Borough,Schuylkill,6916,40.803,-75.937
Sullivan,MO,City,Franklin;Crawford,6906,38.212,-91.164
Bonne Terre,MO,City,St. Francois,6903,37.923,-90.555
Zebulon,NC,Town,Wake,6903,35.831,-78.317
Greenbrier,TN,Town,Robertson,6898,36.426,-86.791
Perry,FL,City,Taylor,6898,30.109,-83.582
Basehor,KS,City,Leavenworth,6896,39.137,-94.929
Mexia,TX,City,Limestone,6893,31.681,-96.483
Orland Hills,IL,Village,Cook,6893,41.591,-87.842
LaFayette,GA,City,Walker,6888,34.709,-85.282
Valley Park,MO,City,St. Louis,6885,38.551,-90.493
Jasper,TX,City,Jasper,6884,30.923,-93.993
Dacula,GA,City,Gwinnett,6882,33.981,-83.889
St Albans,VT,City,Franklin,6877,44.811,-73.083
Monessen,PA,City,Westmoreland,6876,40.152,-79.883
Taylor Mill,KY,City,Kenton,6873,39.009,-84.499
Roeland Park,KS,City,Johnson,6871,39.036,-94.637
Newport,TN,City,Cocke,6868,35.961,-83.198
Clifton Heights,PA,Borough,Delaware,6863,39.93,-75.296
Millsboro,DE,Town,Sussex,6863,38.587,-75.301
Union,OH,City,Miami;Montgomery,6859,39.916,-84.291
Harvard,MA,Town,Worcester,6851,42.506,-71.586
Kasson,MN,City,Dodge,6851,44.033,-92.749
Allendale,NJ,Borough,Bergen,6848,41.033,-74.134
Litchfield Park,AZ,City,Maricopa,6847,33.502,-112.359
Lincoln,AL,City,Talladega,6845,33.622,-86.071
Ocean City,MD,Town,Worcester,6844,38.386,-75.063
Sealy,TX,City,Austin,6839,29.765,-96.161
Medina,MN,City,Hennepin,6837,45.034,-93.576
Loomis,CA,Town,Placer,6836,38.809,-121.195
Huntingdon,PA,Borough,Huntingdon,6827,40.504,-77.999
Marshall,MI,City,Calhoun,6822,42.262,-84.958
Walden,NY,Village,Orange,6818,41.56,-74.188
La Feria,TX,City,Cameron,6817,26.162,-97.822
Chester,IL,City,Randolph,6814,37.926,-89.828
Thomson,GA,City,McDuffie,6814,33.467,-82.494
Lawrence,NY,Village,Nassau,6809,40.604,-73.713
Ambler,PA,Borough,Montgomery,6807,40.156,-75.222
Isanti,MN,City,Isanti,6804,45.491,-93.243
St Augustine Beach,FL,City,St. Johns,6803,29.842,-81.271
Kaufman,TX,City,Kaufman,6797,32.578,-96.312
Pepper Pike,OH,City,Cuyahoga,6796,41.479,-81.46
Atlantic,IA,City,Cass,6792,41.393,-95.022
Folcroft,PA,Borough,Delaware,6792,39.889,-75.277
Junction City,OR,City,Lane,6787,44.22,-123.214
Tabernacle,NJ,Township,Burlington,6776,39.84,-74.669
Normandy Park,WA,City,King,6771,47.428,-122.35
Opp,AL,City,Covington,6771,31.284,-86.257
Westbrook,CT,Town,Middlesex,6769,41.305,-72.467
Berkley,MA,Town,Bristol,6764,41.844,-71.081
Oakmont,PA,Borough,Allegheny,6758,40.52,-79.837
Groveland,MA,Town,Essex,6752,42.756,-71.013
Satsuma,AL,City,Mobile,6749,30.858,-88.063
Bayville,NY,Village,Nassau,6748,40.907,-73.561
Roosevelt,UT,City,Duchesne,6747,40.28,-109.999
Brookings,OR,City,Curry,6744,42.069,-124.3
North Syracuse,NY,Village,Onondaga,6739,43.134,-76.131
Live Oak,FL,City,Suwannee,6735,30.296,-82.984
Essex,CT,Town,Middlesex,6733,41.354,-72.403
Harrisburg,SD,City,Lincoln,6732,43.432,-96.703
Addis,LA,Town,West Baton Rouge,6731,30.365,-91.265
Belpre,OH,City,Washington,6728,39.28,-81.592
Franklin,LA,City,St. Mary,6728,29.785,-91.51
Steilacoom,WA,Town,Pierce,6727,47.171,-122.592
Eldridge,IA,City,Scott,6726,41.639,-90.58
Merrimac,MA,Town,Essex,6723,42.84,-71.012
Farmington,NH,Town,Strafford,6722,43.363,-71.076
Galax,VA,City,Galax,6720,36.666,-80.914
Eliot,ME,Town,York,6717,43.149,-70.786
Newbury,MA,Town,Essex,6716,42.775,-70.864
Ocean Shores,WA,City,Grays Harbor,6715,46.97,-124.152
Boonville,IN,City,Warrick,6712,38.045,-87.274
Benton,IL,City,Franklin,6709,38.013,-88.917
Robertsdale,AL,City,Baldwin,6708,30.557,-87.705
Winthrop Harbor,IL,Village,Lake,6705,42.481,-87.83
Stone Mountain,GA,City,DeKalb,6703,33.804,-84.171
Swanton,VT,Town,Franklin,6701,44.897,-73.121
Fowler,CA,City,Fresno,6700,36.625,-119.674
Upper Sandusky,OH,City,Wyandot,6698,40.831,-83.271
Donaldsonville,LA,City,Ascension,6695,30.095,-90.993
North Caldwell,NJ,Borough,Essex,6694,40.864,-74.26
Oakdale,LA,City,Allen,6692,30.816,-92.656
Stewartville,MN,City,Olmsted,6687,43.861,-92.491
West View,PA,Borough,Allegheny,6685,40.518,-80.033
Plymouth,NH,Town,Grafton,6682,43.74,-71.721
Crescent City,CA,City,Del Norte,6673,41.767,-124.199
Clover,SC,Town,York,6671,35.114,-81.22
Amory,MS,City,Monroe,6666,33.982,-88.483
Highland Heights,KY,City,Campbell,6662,39.035,-84.457
Meredith,NH,Town,Belknap,6662,43.656,-71.443
New Hartford,CT,Town,Litchfield,6658,41.845,-73.009
Bedford,VA,Town,Bedford,6657,37.338,-79.521
Blakely,PA,Borough,Lackawanna,6657,41.486,-75.601
Bronxville,NY,Village,Westchester,6656,40.939,-73.826
Jordan,MN,City,Scott,6656,44.665,-93.64
Ontario,OH,City,Richland,6656,40.769,-82.617
Ellettsville,IN,Town,Monroe,6655,39.23,-86.622
Irvington,NY,Village,Westchester,6652,41.034,-73.867
Warwick,NY,Village,Orange,6652,41.255,-74.355
Purcell,OK,City,Cleveland;McClain,6651,35.025,-97.37
Solvay,NY,Village,Onondaga,6645,43.057,-76.212
St John,MO,City,St. Louis,6643,38.715,-90.346
Unionville,NC,Town,Union,6643,35.074,-80.52
Buena Vista,VA,City,Buena Vista,6641,37.732,-79.356
Black Jack,MO,City,St. Louis,6634,38.799,-90.263
Larchmont,NY,Village,Westchester,6630,40.926,-73.752
Litchfield,MN,City,Meeker,6624,45.122,-94.526
Nitro,WV,City,Putnam;Kanawha,6624,38.419,-81.828
Sunbury,OH,Village,Delaware,6614,40.248,-82.865
Mascotte,FL,City,Lake,6609,28.618,-81.902
Milton,PA,Borough,Northumberland,6609,41.009,-76.851
North Vernon,IN,City,Jennings,6608,39.015,-85.63
Horseheads,NY,Village,Chemung,6606,42.169,-76.83
Litchfield,IL,City,Montgomery,6605,39.177,-89.644
Pratt,KS,City,Pratt,6603,37.699,-98.766
Rockaway,NJ,Borough,Morris,6598,40.896,-74.517
Bridgewater,VA,Town,Rockingham,6596,38.389,-78.964
Chatham,MA,Town,Barnstable,6594,41.68,-69.975
Treasure Island,FL,City,Pinellas,6584,27.767,-82.769
Milford,OH,City,Clermont;Hamilton,6582,39.171,-84.282
Valley City,ND,City,Barnes,6575,46.924,-98.003
Carthage,TX,City,Panola,6569,32.152,-94.337
Morrow,GA,City,Clayton,6569,33.579,-84.336
Topsfield,MA,Town,Essex,6569,42.638,-70.941
Union Gap,WA,City,Yakima,6568,46.554,-120.492
Carolina Beach,NC,Town,New Hanover,6564,34.041,-77.899
Brier,WA,City,Snohomish,6560,47.792,-122.274
Gunnison,CO,City,Gunnison,6560,38.545,-106.928
Indiantown,FL,Village,Martin,6560,27.022,-80.46
Columbiana,OH,City,Mahoning;Columbiana,6559,40.886,-80.672
Pea Ridge,AR,City,Benton,6559,36.447,-94.121
Vine Grove,KY,City,Hardin,6559,37.812,-85.976
Hapeville,GA,City,Fulton,6553,33.661,-84.409
Sandown,NH,Town,Rockingham,6548,42.933,-71.18
Schuyler,NE,City,Colfax,6547,41.449,-97.063
Plattsmouth,NE,City,Cass,6544,41.006,-95.894
Swarthmore,PA,Borough,Delaware,6543,39.902,-75.349
Garrett,IN,City,DeKalb,6542,41.353,-85.124
Geneseo,IL,City,Henry,6539,41.45,-90.153
Decatur,TX,City,Wise,6538,33.228,-97.59
Iowa Park,TX,City,Wichita,6535,33.963,-98.683
Charles Town,WV,City,Jefferson,6534,39.264,-77.881
Woodland,WA,City,Cowlitz;Clark,6531,45.922,-122.75
St James,NC,Town,Brunswick,6529,33.946,-78.113
West Greenwich,RI,Town,Kent,6528,41.629,-71.662
Milford,MI,Village,Oakland,6520,42.588,-83.602
Catasauqua,PA,Borough,Lehigh,6518,40.652,-75.464
Calipatria,CA,City,Imperial,6515,33.169,-115.486
Elm Grove,WI,Village,Waukesha,6513,43.048,-88.087
Red Lion,PA,Borough,York,6512,39.899,-76.608
Mattapoisett,MA,Town,Plymouth,6508,41.68,-70.829
Union,NJ,Township,Hunterdon,6507,40.631,-74.963
Ralston,NE,City,Douglas,6494,41.2,-96.038
Mount Vernon,IN,City,Posey,6493,37.937,-87.895
Washington,NJ,Township,Warren,6492,40.733,-74.976
Timnath,CO,Town,Larimer,6487,40.533,-104.961
Delano,MN,City,Wright,6484,45.038,-93.792
Fairfield,ME,Town,Somerset,6484,44.641,-69.678
Hillsboro,OH,City,Highland,6481,39.212,-83.611
Rindge,NH,Town,Cheshire,6476,42.752,-72.011
Taos,NM,Town,Taos,6474,36.387,-105.58
Lebanon,ME,Town,York,6469,43.4,-70.915
Hermon,ME,Town,Penobscot,6461,44.814,-68.9
Lynchburg,TN,Metro Government,Moore,6461,35.289,-86.359
Abilene,KS,City,Dickinson,6460,38.924,-97.224
Exeter,RI,Town,Washington,6460,41.558,-71.568
Penitas,TX,City,Hidalgo,6460,26.25,-98.439
Shamong,NJ,Township,Burlington,6460,39.771,-74.719
Chickasaw,AL,City,Mobile,6457,30.771,-88.08
De Soto,MO,City,Jefferson,6449,38.141,-90.561
Watchung,NJ,Borough,Somerset,6449,40.643,-74.436
Marion,SC,City,Marion,6448,34.179,-79.397
Nephi,UT,City,Juab,6443,39.707,-111.832
Cherry Hills Village,CO,City,Arapahoe,6442,39.637,-104.947
Burnet,TX,City,Burnet,6436,30.747,-98.239
Carbondale,CO,Town,Garfield,6434,39.395,-107.214
St Gabriel,LA,City,Iberville,6433,30.254,-91.101
Willis,TX,City,Montgomery,6431,30.426,-95.482
Forest Hills,PA,Borough,Allegheny,6429,40.425,-79.854
Prospect Park,PA,Borough,Delaware,6427,39.886,-75.307
Countryside,IL,City,Cook,6420,41.774,-87.875
Powell,WY,City,Park,6419,44.762,-108.758
Peterborough,NH,Town,Hillsborough,6418,42.89,-71.939
Wolfeboro,NH,Town,Carroll,6416,43.611,-71.172
Colusa,CA,City,Colusa,6411,39.205,-122.01
Sidney,NE,City,Cheyenne,6410,41.134,-102.968
Eudora,KS,City,Douglas,6408,38.935,-95.094
Shrewsbury,MO,City,St. Louis,6406,38.587,-90.328
Leitchfield,KY,City,Grayson,6404,37.486,-86.284
Glenarden,MD,City,Prince George's,6402,38.929,-76.857
Moraine,OH,City,Montgomery,6393,39.699,-84.244
Huntington Woods,MI,City,Oakland,6388,42.482,-83.168
Keene,TX,City,Johnson,6387,32.396,-97.321
Douglas,WY,City,Converse,6386,42.755,-105.384
Dillon,SC,City,Dillon,6384,34.425,-79.367
South Lebanon,OH,Village,Warren,6384,39.37,-84.216
Sanibel,FL,City,Lee,6382,26.451,-82.106
Lake Alfred,FL,City,Polk,6374,28.099,-81.725
Walker,LA,Town,Livingston,6374,30.486,-90.865
Carlstadt,NJ,Borough,Bergen,6372,40.826,-74.062
Prospect Park,NJ,Borough,Passaic,6372,40.942,-74.174
Salem,IN,City,Washington,6371,38.605,-86.097
New Hanover,NJ,Township,Burlington,6367,40.02,-74.56
Huntingburg,IN,City,Dubois,6362,38.301,-86.962
Marvin,NC,Village,Union,6358,35.004,-80.818
Chesapeake Beach,MD,Town,Calvert,6356,38.689,-76.554
Johnsburg,IL,Village,McHenry,6355,42.385,-88.247
Crystal City,TX,City,Zavala,6354,28.691,-99.826
Sidney,MT,City,Richland,6346,47.713,-104.169
Willard,MO,City,Greene,6344,37.294,-93.417
Pigeon Forge,TN,City,Sevier,6343,35.798,-83.562
East Rochester,NY,Village,Monroe,6334,43.112,-77.487
Cynthiana,KY,City,Harrison,6333,38.383,-84.302
Crockett,TX,City,Houston,6332,31.317,-95.457
Dalton,MA,Town,Berkshire,6330,42.483,-73.148
Bethel,AK,City,Bethel,6325,60.793,-161.793
Portland,IN,City,Jay,6320,40.437,-84.983
Selma,NC,Town,Johnston,6317,35.543,-78.294
Ashburnham,MA,Town,Worcester,6315,42.659,-71.928
Byron,MN,City,Olmsted,6312,44.038,-92.642
Sweetwater,TN,City,McMinn;Monroe,6312,35.602,-84.471
Twin Lakes,WI,Village,Kenosha,6309,42.516,-88.25
Henderson,TN,City,Chester,6308,35.444,-88.656
Eatonton,GA,City,Putnam,6307,33.326,-83.389
Orleans,MA,Town,Barnstable,6307,41.792,-69.954
Ville Platte,LA,City,Evangeline,6303,30.69,-92.274
Gulf Breeze,FL,City,Santa Rosa,6302,30.367,-87.174
Munford,TN,City,Tipton,6302,35.445,-89.811
Tecumseh,OK,City,Pottawatomie,6302,35.264,-96.933
Millersville,TN,City,Robertson;Sumner,6299,36.396,-86.711
Newport,NH,Town,Sullivan,6299,43.359,-72.181
Roseland,NJ,Borough,Essex,6299,40.82,-74.31
Rossford,OH,City,Wood,6299,41.598,-83.556
Dacono,CO,City,Weld,6297,40.062,-104.95
Clyde,OH,City,Sandusky,6294,41.305,-82.979
Taylor,PA,Borough,Lackawanna,6294,41.396,-75.715
Willows,CA,City,Glenn,6293,39.515,-122.199
Barnesville,GA,City,Lamar,6292,33.052,-84.153
Mulvane,KS,City,Sumner;Sedgwick,6286,37.476,-97.235
Tallulah,LA,City,Madison,6286,32.407,-91.192
Dennis,NJ,Township,Cape May,6285,39.178,-74.761
Talent,OR,City,Jackson,6282,42.24,-122.781
Waupaca,WI,City,Waupaca,6282,44.35,-89.07
Warrenton,OR,City,Clatsop,6277,46.17,-123.923
Lowell,MI,Charter Township,Kent,6276,42.894,-85.391
Lebanon,KY,City,Marion,6274,37.568,-85.259
Princeton,KY,City,Caldwell,6270,37.106,-87.885
Rochester,IN,City,Fulton,6270,41.061,-86.198
Fair Haven,NJ,Borough,Monmouth,6269,40.362,-74.039
Plaquemine,LA,City,Iberville,6269,30.283,-91.244
Kermit,TX,City,Winkler,6267,31.854,-103.092
Orange City,IA,City,Sioux,6267,43.003,-96.057
Calumet,MI,Charter Township,Houghton,6263,47.267,-88.438
Steelton,PA,Borough,Dauphin,6263,40.226,-76.825
South Williamsport,PA,Borough,Lycoming,6261,41.229,-77
Martins Ferry,OH,City,Belmont,6260,40.105,-80.729
Pembroke Park,FL,Town,Broward,6260,25.991,-80.177
Manistee,MI,City,Manistee,6259,44.246,-86.327
McRae Helena,GA,City,Telfair,6253,32.056,-82.887
Jackson,OH,City,Jackson,6252,39.046,-82.65
Harrah,OK,City,Oklahoma,6245,35.486,-97.184
Marianna,FL,City,Jackson,6245,30.78,-85.243
Hampstead,MD,Town,Carroll,6241,39.613,-76.856
Oakland,ME,Town,Kennebec,6230,44.556,-69.728
Elsmere,DE,Town,New Castle,6229,39.738,-75.595
Mendon,MA,Town,Worcester,6228,42.095,-71.561
White Oak,TX,City,Gregg,6225,32.53,-94.856
Southampton,MA,Town,Hampshire,6224,42.229,-72.73
Maurice River,NJ,Township,Cumberland,6218,39.321,-74.931
Cold Spring,KY,City,Campbell,6216,39.011,-84.435
High Springs,FL,City,Alachua,6215,29.804,-82.592
Thurmont,MD,Town,Frederick,6213,39.62,-77.407
Lake Mills,WI,City,Jefferson,6211,43.076,-88.908
Corry,PA,City,Erie,6210,41.928,-79.633
Rushville,IN,City,Rush,6208,39.615,-85.446
Watford City,ND,City,McKenzie,6207,47.802,-103.283
Huron,CA,City,Fresno,6206,36.204,-120.096
Kingston,NH,Town,Rockingham,6202,42.925,-71.063
Aztec,NM,City,San Juan,6201,36.818,-107.985
Lauderdale by the Sea,FL,Town,Broward,6198,26.199,-80.095
Willard,OH,City,Huron,6197,41.052,-82.724
Paulsboro,NJ,Borough,Gloucester,6196,39.84,-75.24
Lebanon,NJ,Township,Hunterdon,6195,40.728,-74.891
Braidwood,IL,City,Will,6194,41.269,-88.22
Eastampton,NJ,Township,Burlington,6191,39.998,-74.753
Madison,SD,City,Lake,6191,44.005,-97.113
Gun Barrel City,TX,City,Henderson,6190,32.328,-96.132
Zimmerman,MN,City,Sherburne,6189,45.441,-93.596
Corcoran,MN,City,Hennepin,6185,45.107,-93.578
Henniker,NH,Town,Merrimack,6185,43.174,-71.822
Crestwood,KY,City,Oldham,6183,38.344,-85.475
Lakemoor,IL,Village,Lake;McHenry,6182,42.34,-88.203
Clairton,PA,City,Allegheny,6181,40.298,-79.886
Glendale,MO,City,St. Louis,6176,38.594,-90.383
Elburn,IL,Village,Kane,6175,41.872,-88.454
Edgewood,NM,Town,Santa Fe;Bernalillo;Sandoval,6174,35.138,-106.215
